final_a_list
2.488064652983212,2.461706966463422,2.4614232467578256,2.49155901710909,2.4927563448913115,2.464394415317064,2.460488584784977,2.4922984990774886,2.490935593736501,2.4651924404296492,2.4589318539960296,2.4895708907125007,2.498201610804061,2.4648104073290793,2.460859435540853,2.490273243030557,2.4944296813554265,2.4678184108122267,2.4575796492637854,2.4879330848058516,2.4929413985301387,2.4670811875468237,2.4572311382011462,2.488153737173318,2.50049297868319,2.474560705576366,2.4607388298666195,2.489704507829259,2.502655124950943,2.471010859754442,2.457661871134653,2.4879849573166823,2.495975433092959,2.474562036009396,2.4607891232757404,2.486328957204827,2.4988506822039858,2.4743029762127033,2.4579684515346356,2.485078946895377,2.4984782936314516,2.474788900400374,2.458239101164849,2.4856103073256164,2.5033495010905433,2.474857231701977,2.460390541697301,2.4864789542702574,2.5033736644202063,2.473447916235662,2.4599425022280683,2.4841465122947683,2.5058155937260063,2.477954277892824,2.4607560494939205,2.484233054713443,2.5018664787012708,2.479174632704889,2.459039912880515,2.479961442251086,2.5057957926135366,2.4811936875037532,2.4585122000849386,2.481530640251872,2.5067327558724863,2.4834847926627646,2.4602954075121075,2.483338901134374,2.5039105504962538,2.4832016840343867,2.459954103775639,2.4820951720427353,2.5071813129879907,2.485696893961018,2.4612507612341004,2.4830259004152615,2.5085939865117166,2.487811704050851,2.4617131998188095,2.476371955516455,2.505593634610651,2.490401089856445,2.4619307829249264,2.4791859592424306,2.5061382042809117,2.4929845243379853,2.4645983644748513,2.4783578507224444,2.505557891763755,2.4882869082706702,2.464191852975516,2.477486429265153,2.508018739340782,2.4936428523810603,2.4652817101765603,2.4776927552948895,2.5076323620619427,2.49472018544726,2.4680721330471402,2.475850966227282,2.5054369259059244,2.4927774642245857,2.466687869060767,2.4755393493253317,2.5071563452606864,2.502057181860645,2.4709378212394246,2.476194987329522,2.5057285741548796,2.4993793799153297,2.4673466302201272,2.475492474383079,2.505575731585505,2.49706197878474,2.4718586589731797,2.476986810850476,2.506467399979915,2.5038407458784384,2.4697846305750124,2.472020739724255,2.504627634262044,2.5016541529262826,2.471906808750482,2.4727932496737424,2.5056266000711616,2.5068687468368087,2.4758168723849305,2.472629602747987,2.504139528113156,2.5015347152120846,2.474619707918589,2.472564373921604,2.5029718947657202,2.5108183353631373,2.4762936972805556,2.471696224548645,2.5036963554979605,2.5071421598582515,2.4783678095197046,2.4709293730701094,2.5027777530363786,2.506255333453468,2.476984363011722,2.47262578721839,2.5025596737262306,2.507679061524321,2.480251682627397,2.4719223336439895,2.5003213923143695,2.5102544516666856,2.4818492324970403,2.471649429431463,2.500702312212855,2.511497761125187,2.4819093169194955,2.469689420843576,2.5019074805695545,2.5123726247021394,2.483207267676946,2.4694380959963853,2.498478536757743,2.51007658660695,2.4836223135802973,2.471004721720344,2.5000465542528207,2.5132706187670806,2.4851110292511844,2.4692528813455374,2.497599556567227,2.512319207148646,2.4859789216935715,2.470082735589285,2.497358208793241,2.5189127390707915,2.4878245016668243,2.4694678228303903,2.4996156687894064,2.52051946344346,2.4925531067742663,2.4707545607274506,2.4944236633945787,2.5156834529808916,2.4925532434285973,2.471949971420065,2.497314705068073,2.5220988408696714,2.494343219954076,2.4720230864662063,2.495104321151334,2.520238489145236,2.491832024890072,2.472100180258234,2.4934980594774703,2.518512655620489,2.498474634862089,2.473178456732192,2.4963251539205134,2.520068300416022,2.496864642468935,2.4724994171472834,2.4905167495319174,2.5183714378609556,2.500733352868172,2.4738389659459568,2.4945918376139207,2.520292574303104,2.5015472349056185,2.4750337136791156,2.489668969353699,2.5171106918677846,2.5029209408406445,2.474853482503704,2.4885287940284986,2.5194221980194893,2.5065378588377936,2.4772959110894424,2.4906378368161697,2.519689628133384,2.50841442508645,2.477574589353174,2.4853982499612175,2.5202396048143334,2.5048352670966785,2.4782068525117436,2.488343788739429,2.5210651148168393,2.510180593192248,2.4792081369078773,2.4872616292203107,2.51794732836514,2.5112507846511116,2.478216061315921,2.4856406207636086,2.5190447537184717,2.5126357444993865,2.4847286346426727,2.486095235336302,2.5193916343383624,2.5164586934476754,2.4825654445901697,2.484923135203994,2.517566708981001,2.511843858558221,2.4824438767539516,2.4867897647341755,2.5187948547122803,2.5182911656535576,2.4854550353661224,2.4844032296947125,2.516374130828576,2.515235143942508,2.4843088593072316,2.4850351329709475,2.516976442225374,2.520163202228037,2.4880829302866614,2.485985980003337,2.5163607827519634,2.5162163225507888,2.489632988497543,2.483413390766928,2.514653786026072,2.5173583858582096,2.4886935215672104,2.483774056868825,2.5156309273071105,2.526668271209115,2.4910660946028798,2.483115000247212,2.5142850014527096,2.5254531782587746,2.4919581898747207,2.4814234294202997,2.514894868387293,2.5223038446711024,2.4964867646607662,2.481134404269737,2.513009471178268,2.5246751822584357,2.492075420419509,2.482412317983326,2.511115023818476,2.5247819715521116,2.4996793933018364,2.4837582143404324,2.511728916031508,2.52704611230124,2.496473701730653,2.4819298650860966,2.510955964599326,2.523609874176685,2.499577697010636,2.4820190584572197,2.5087103810306215,2.5298411457965484,2.50249607656705,2.4835398580354453,2.511731558433068,2.526015468673032,2.498617824364246,2.482775172749306,2.506598885365143,2.533212437054147,2.5026995509176273,2.4833781166588693,2.50840540411461,2.5320514686683775,2.507604471574701,2.482502611104872,2.5065199861071004,2.5343312085588487,2.505891379938348,2.4834733251373073,2.506155702301156,2.532358007165874,2.508739788530705,2.483738574239813,2.5072925213937824,2.5335278919543875,2.5085118758454588,2.484675379155837,2.502101764175178,2.530909051163856,2.5113557321306437,2.485581092784234,2.50462026281263,2.535022699119674,2.514454192325937,2.4863662823778445,2.5025871843984655,2.531737209221957,2.515949420720688,2.4858251497342905,2.5026330358595117,2.5330905111888193,2.5173433576551627,2.4891998826350874,2.5020179171328114,2.5323883214194938,2.518570788428215,2.488919724011872,2.4992038180389295,2.5314206098886864,2.519057313872156,2.4901612932470125,2.5018751588459094,2.5330731745424537,2.522890876154234,2.490539339372772,2.499225772797322,2.531892848195305,2.5233313519757234,2.4913461990222663,2.5002197780591775,2.533612273314557,2.5257228295093084,2.4965422889070252,2.4998343203297653,2.5317681240407497,2.5245698026038803,2.4936537013382503,2.498351648576817,2.5306096418964277,2.5246630549975784,2.4973047237095263,2.4988585250264985,2.5318883369102054,2.5278638980581776,2.498652430279437,2.4958017444123834,2.530474163872923,2.531502257479103,2.4971518394663264,2.497748407024012,2.5308034570870985,2.533316471670633,2.5012985026091576,2.4967539388018283,2.529284132740522,2.531311627294054,2.499445184781115,2.4945700534851953,2.528568309186023,2.531596356430403,2.5041869609253533,2.495027893457703,2.5300029356822726,2.538471464919858,2.5005327757325433,2.4942089798548808,2.526785237061922,2.536162286530991,2.5041821722220194,2.4951695900372908,2.527784462977948,2.539908886809048,2.5088132891605284,2.493056412852362,2.5273736039543206,2.540242356108136,2.5065260352588092,2.4940769932434717,2.525121416902535,2.538685113958224,2.510638643869805,2.4950756022608123,2.5258955852972185,2.5385719414337222,2.5085660521672293,2.492028226139191,2.5221853976421,2.5371748338086473,2.511873855570207,2.493190819940264,2.5229512972153585,2.5395076099029246,2.514389526511743,2.4926814081841395,2.5227287652069137,2.537340764608113,2.5110496463942042,2.492628125841533,2.5218307482050344,2.545126792455053,2.5185313911886396,2.4943377532917124,2.5228276133076197,2.5430469348106675,2.5173305331309157,2.4940487365682036,2.5188701070409714,2.5429867195466893,2.5158072038682517,2.4941824105422854,2.5209142480746243,2.5436661510904166,2.522273246308271,2.495132389737009,2.5193861892772778,2.541864768878064,2.519307213312069,2.4958484913727146,2.515952282769898,2.5435005474250842,2.522461109187648,2.4969738255973564,2.5196881339062243,2.5468607786578854,2.5216745944174663,2.496932482995395,2.5150363985880944,2.545680899165206,2.526641343283411,2.4973814843261963,2.516413525747429,2.5457700032171395,2.531118047239894,2.499673171051509,2.5144196359855284,2.545798590608416,2.5263377426424327,2.4995742964009913,2.5113448946699553,2.54548918952013,2.5326375549905933,2.5022024857299923,2.515117824408828,2.5458352249118974,2.5321155428192794,2.5020551608532613,2.5097635261530655,2.544007341058448,2.5315455146440264,2.5025809348639427,2.51276221113269,2.5452259677019438,2.535165630085179,2.5052668887603486,2.5095766858919957,2.543902405953422,2.536421222002894,2.5033270730270036,2.5090999074505977,2.5450155926462785,2.539855912756897,2.508473529905777,2.510331922457065,2.5452496558603865,2.5388170311389375,2.505931969256125,2.5079854775196595,2.5427810798284307,2.5383682474361065,2.509574066284598,2.5097826857195993,2.5439254119457066,2.543148578440385,2.509897091429741,2.508132087511819,2.5419053327870147
